09/26,09/28,10/03,10/05,10/07,10/10,10/12,10/14,10/17,10/19,10/21,10/24,10/26,10/28,10/31,11/02,11/04,11/07,11/09,11/14,11/16,11/18,11/21,11/23,11/28,11/30,12/02
133,81,0,62,34,41,48,38,39,38,23,34,41,36,32,23,17,38,31,9,19,12,13,11,18,12,16
